date,USDSGD,USDCNY,USDEUR,USDGBP,USDCHF,USDJPY,USDGOLD
28/05/2018 00:00,1.343,6.399,0.86,0.751,0.994,109.372,1296.8
29/05/2018 00:00,1.346,6.42,0.866,0.754,0.991,108.619,1298.7
30/05/2018 00:00,1.339,6.418,0.857,0.753,0.99,108.898,1301.4
31/05/2018 00:00,1.338,6.41,0.855,0.753,0.986,108.792,1300.0
01/06/2018 00:00,1.338,6.42,0.857,0.749,0.988,109.54,1294.8
04/06/2018 00:00,1.337,6.411,0.855,0.751,0.988,109.808,1293.1
05/06/2018 00:00,1.335,6.404,0.853,0.746,0.984,109.805,1298.5
06/06/2018 00:00,1.333,6.388,0.849,0.746,0.986,110.149,1297.1
07/06/2018 00:00,1.334,6.392,0.848,0.745,0.98,109.722,1298.8
08/06/2018 00:00,1.335,6.401,0.849,0.747,0.986,109.635,1298.1
11/06/2018 00:00,1.336,6.393,0.849,0.747,0.985,110.06,1298.9
12/06/2018 00:00,1.337,6.403,0.851,0.748,0.987,110.375,1295.1
13/06/2018 00:00,1.336,6.399,0.848,0.748,0.985,110.325,1296.9
14/06/2018 00:00,1.345,6.403,0.864,0.754,0.997,110.67,1304.0
15/06/2018 00:00,1.351,6.438,0.86,0.753,0.996,110.675,1274.9
18/06/2018 00:00,1.351,6.439,0.86,0.755,0.995,110.542,1276.2
19/06/2018 00:00,1.357,6.487,0.863,0.759,0.994,110.066,1275.6
20/06/2018 00:00,1.359,6.473,0.864,0.759,0.996,110.35,1271.2
21/06/2018 00:00,1.358,6.492,0.862,0.755,0.991,109.9,1267.2
22/06/2018 00:00,1.358,6.505,0.857,0.754,0.988,109.87,1267.4
25/06/2018 00:00,1.362,6.545,0.855,0.753,0.987,109.735,1265.6
26/06/2018 00:00,1.363,6.579,0.858,0.756,0.991,110.035,1256.6
27/06/2018 00:00,1.367,6.605,0.865,0.762,0.997,110.229,1252.8
28/06/2018 00:00,1.368,6.628,0.865,0.765,0.998,110.463,1247.8
29/06/2018 00:00,1.363,6.623,0.854,0.757,0.99,110.5,1251.3
02/07/2018 00:00,1.37,6.671,0.859,0.761,0.994,110.876,1240.1
03/07/2018 00:00,1.365,6.643,0.858,0.758,0.992,110.588,1251.6
04/07/2018 00:00,1.365,6.636,0.858,0.756,0.993,110.498,1259.9
05/07/2018 00:00,1.365,6.637,0.855,0.756,0.993,110.677,1257.3
06/07/2018 00:00,1.357,6.643,0.851,0.753,0.99,110.475,1254.3
09/07/2018 00:00,1.357,6.617,0.851,0.755,0.992,110.85,1258.0
10/07/2018 00:00,1.358,6.633,0.852,0.753,0.992,110.952,1253.8
11/07/2018 00:00,1.364,6.681,0.857,0.757,0.996,111.93,1242.8
12/07/2018 00:00,1.363,6.668,0.857,0.757,1.002,112.53,1245.0
13/07/2018 00:00,1.366,6.688,0.855,0.756,1.002,112.385,1239.6
16/07/2018 00:00,1.362,6.692,0.854,0.755,0.997,112.257,1238.1
17/07/2018 00:00,1.365,6.706,0.858,0.763,1.0,112.89,1225.4
18/07/2018 00:00,1.365,6.719,0.859,0.765,0.999,112.827,1226.3
19/07/2018 00:00,1.37,6.775,0.859,0.768,0.999,112.421,1228.0
20/07/2018 00:00,1.363,6.771,0.852,0.761,0.993,111.48,1230.3
23/07/2018 00:00,1.365,6.796,0.855,0.763,0.993,111.314,1224.0
24/07/2018 00:00,1.364,6.796,0.856,0.761,0.994,111.192,1225.2
25/07/2018 00:00,1.359,6.768,0.853,0.758,0.992,111.021,1231.1
26/07/2018 00:00,1.364,6.793,0.859,0.763,0.994,111.242,1225.3
27/07/2018 00:00,1.362,6.814,0.857,0.763,0.995,111.045,1222.3
30/07/2018 00:00,1.361,6.815,0.854,0.762,0.988,111.047,1221.7
31/07/2018 00:00,1.362,6.813,0.856,0.762,0.99,111.836,1223.6
01/08/2018 00:00,1.362,6.823,0.858,0.762,0.992,111.721,1217.8
02/08/2018 00:00,1.369,6.843,0.863,0.768,0.995,111.645,1211.0
03/08/2018 00:00,1.366,6.83,0.863,0.769,0.995,111.265,1214.2
06/08/2018 00:00,1.369,6.854,0.866,0.773,0.996,111.385,1208.6
07/08/2018 00:00,1.364,6.833,0.862,0.773,0.996,111.387,1209.6
08/08/2018 00:00,1.363,6.836,0.861,0.776,0.993,110.941,1212.6
09/08/2018 00:00,1.368,6.82,0.867,0.779,0.994,111.095,1211.9
10/08/2018 00:00,1.373,6.847,0.875,0.783,0.995,110.875,1211.5
13/08/2018 00:00,1.376,6.891,0.877,0.784,0.993,110.745,1191.6
14/08/2018 00:00,1.378,6.885,0.881,0.786,0.994,111.212,1193.0
15/08/2018 00:00,1.38,6.935,0.881,0.788,0.993,110.709,1177.5
16/08/2018 00:00,1.376,6.883,0.879,0.787,0.997,110.938,1176.2
17/08/2018 00:00,1.371,6.878,0.873,0.784,0.996,110.505,1176.5
20/08/2018 00:00,1.369,6.858,0.87,0.781,0.991,110.062,1186.8
21/08/2018 00:00,1.365,6.847,0.864,0.775,0.985,110.203,1192.6
22/08/2018 00:00,1.367,6.842,0.862,0.774,0.983,110.553,1196.3
23/08/2018 00:00,1.373,6.878,0.866,0.78,0.986,111.285,1187.0
24/08/2018 00:00,1.365,6.807,0.86,0.779,0.983,111.235,1206.8
27/08/2018 00:00,1.362,6.816,0.856,0.776,0.98,111.032,1206.8
28/08/2018 00:00,1.364,6.803,0.855,0.777,0.976,111.169,1207.4
29/08/2018 00:00,1.365,6.821,0.854,0.768,0.971,111.697,1204.5
30/08/2018 00:00,1.367,6.844,0.857,0.768,0.969,111.037,1197.7
31/08/2018 00:00,1.372,6.83,0.86,0.772,0.969,110.875,1200.3
03/09/2018 00:00,1.372,6.839,0.861,0.777,0.97,111.073,1200.5
04/09/2018 00:00,1.376,6.843,0.863,0.778,0.974,111.46,1192.7
05/09/2018 00:00,1.375,6.831,0.86,0.774,0.971,111.485,1194.9
06/09/2018 00:00,1.375,6.837,0.86,0.773,0.966,110.675,1197.9
07/09/2018 00:00,1.379,6.844,0.864,0.774,0.969,111.005,1193.6
10/09/2018 00:00,1.379,6.855,0.862,0.768,0.975,111.106,1194.6
11/09/2018 00:00,1.375,6.874,0.862,0.768,0.973,111.609,1196.3
12/09/2018 00:00,1.372,6.86,0.86,0.766,0.97,111.257,1205.6
13/09/2018 00:00,1.371,6.849,0.855,0.763,0.967,111.911,1201.5
14/09/2018 00:00,1.374,6.871,0.86,0.765,0.968,112.055,1194.6
17/09/2018 00:00,1.372,6.857,0.856,0.76,0.963,111.844,1199.8
18/09/2018 00:00,1.37,6.86,0.857,0.761,0.964,112.374,1197.6
19/09/2018 00:00,1.369,6.847,0.857,0.761,0.967,112.268,1202.8
20/09/2018 00:00,1.364,6.847,0.849,0.753,0.959,112.479,1206.1
21/09/2018 00:00,1.364,6.858,0.85,0.765,0.959,112.575,1196.3
24/09/2018 00:00,1.367,6.879,0.851,0.762,0.965,112.77,1200.0
25/09/2018 00:00,1.366,6.866,0.85,0.759,0.965,112.953,1200.0
26/09/2018 00:00,1.366,6.879,0.851,0.76,0.965,112.687,1192.4
27/09/2018 00:00,1.368,6.89,0.859,0.765,0.977,113.408,1182.2
28/09/2018 00:00,1.367,6.869,0.86,0.767,0.982,113.495,1191.5
01/10/2018 00:00,1.372,6.869,0.864,0.767,0.984,113.997,1187.1
02/10/2018 00:00,1.373,6.869,0.866,0.771,0.984,113.633,1202.4
03/10/2018 00:00,1.38,6.869,0.871,0.772,0.991,114.485,1198.3
04/10/2018 00:00,1.381,6.869,0.869,0.768,0.992,113.913,1197.2
05/10/2018 00:00,1.383,6.869,0.867,0.762,0.992,113.725,1201.2
08/10/2018 00:00,1.384,6.931,0.87,0.764,0.992,113.175,1184.4
09/10/2018 00:00,1.383,6.923,0.87,0.761,0.992,112.981,1187.2
10/10/2018 00:00,1.384,6.924,0.867,0.758,0.989,112.233,1189.3
11/10/2018 00:00,1.376,6.89,0.863,0.756,0.99,112.109,1222.0
12/10/2018 00:00,1.378,6.922,0.864,0.76,0.992,112.225,1218.1
15/10/2018 00:00,1.376,6.917,0.863,0.76,0.987,111.779,1226.4
16/10/2018 00:00,1.374,6.912,0.864,0.758,0.991,112.306,1227.3
17/10/2018 00:00,1.378,6.928,0.869,0.763,0.995,112.671,1223.7
18/10/2018 00:00,1.381,6.938,0.873,0.768,0.995,112.203,1225.8
19/10/2018 00:00,1.377,6.93,0.867,0.765,0.996,112.545,1225.2
22/10/2018 00:00,1.38,6.947,0.872,0.771,0.996,112.815,1221.2
23/10/2018 00:00,1.378,6.938,0.872,0.77,0.995,112.413,1233.4
24/10/2018 00:00,1.381,6.944,0.877,0.776,0.997,112.165,1227.8
25/10/2018 00:00,1.381,6.949,0.879,0.78,0.999,112.371,1229.1
26/10/2018 00:00,1.38,6.944,0.875,0.779,0.997,111.885,1232.5
29/10/2018 00:00,1.384,6.962,0.879,0.781,1.002,112.35,1204.8
30/10/2018 00:00,1.385,6.967,0.882,0.787,1.005,113.098,1222.7
31/10/2018 00:00,1.386,6.976,0.884,0.783,1.008,112.932,1212.1
01/11/2018 00:00,1.377,6.924,0.877,0.772,1.002,112.752,1236.0
02/11/2018 00:00,1.375,6.891,0.878,0.77,1.003,113.206,1230.9
05/11/2018 00:00,1.375,6.926,0.876,0.765,1.004,113.212,1229.8
06/11/2018 00:00,1.373,6.92,0.876,0.764,1.003,113.429,1223.8
07/11/2018 00:00,1.372,6.92,0.875,0.762,1.002,113.515,1226.2
08/11/2018 00:00,1.376,6.934,0.88,0.765,1.006,114.045,1223.1
09/11/2018 00:00,1.379,6.957,0.882,0.771,1.006,113.82,1206.4
12/11/2018 00:00,1.385,6.964,0.891,0.778,1.011,113.798,1201.3
13/11/2018 00:00,1.379,6.956,0.885,0.768,1.007,113.819,1199.2
14/11/2018 00:00,1.379,6.95,0.884,0.77,1.007,113.594,1207.7
15/11/2018 00:00,1.375,6.939,0.883,0.783,1.007,113.55,1212.8
16/11/2018 00:00,1.373,6.938,0.876,0.779,1.0,112.82,1220.8
19/11/2018 00:00,1.372,6.942,0.873,0.777,0.993,112.504,1224.0
20/11/2018 00:00,1.375,6.946,0.88,0.782,0.995,112.718,1219.0
21/11/2018 00:00,1.373,6.927,0.878,0.783,0.994,113.068,1226.5
22/11/2018 00:00,1.373,6.932,0.877,0.777,0.994,112.945,1224.8
23/11/2018 00:00,1.375,6.949,0.882,0.782,0.997,112.96,1221.0
26/11/2018 00:00,1.375,6.941,0.883,0.781,0.998,113.58,1221.6
27/11/2018 00:00,1.378,6.952,0.885,0.785,0.999,113.759,1211.2
28/11/2018 00:00,1.373,6.954,0.879,0.78,0.994,113.624,1221.4
29/11/2018 00:00,1.37,6.943,0.878,0.782,0.996,113.428,1224.0
30/11/2018 00:00,1.373,6.959,0.883,0.784,0.998,113.55,1220.1
03/12/2018 00:00,1.367,6.883,0.881,0.786,0.998,113.629,1233.9
04/12/2018 00:00,1.365,6.837,0.882,0.786,0.998,112.772,1241.1
05/12/2018 00:00,1.367,6.857,0.881,0.785,0.997,113.141,1237.1
06/12/2018 00:00,1.369,6.883,0.879,0.782,0.993,112.7,1238.1
07/12/2018 00:00,1.369,6.874,0.878,0.785,0.99,112.745,1246.8
10/12/2018 00:00,1.374,6.913,0.881,0.796,0.99,113.259,1243.7
11/12/2018 00:00,1.374,6.9,0.883,0.801,0.993,113.38,1241.9
12/12/2018 00:00,1.372,6.88,0.879,0.791,0.993,113.274,1244.4
13/12/2018 00:00,1.371,6.882,0.88,0.791,0.994,113.606,1243.0
14/12/2018 00:00,1.377,6.908,0.884,0.795,0.998,113.355,1237.0
17/12/2018 00:00,1.373,6.897,0.881,0.793,0.993,112.824,1247.4
18/12/2018 00:00,1.371,6.895,0.88,0.791,0.992,112.473,1249.2
19/12/2018 00:00,1.372,6.891,0.879,0.793,0.994,112.433,1255.8
20/12/2018 00:00,1.37,6.885,0.873,0.79,0.987,111.29,1263.6
21/12/2018 00:00,1.374,6.906,0.88,0.792,0.99,110.965,1253.8
24/12/2018 00:00,1.374,6.899,0.877,0.787,0.987,110.447,1267.5
27/12/2018 00:00,1.371,6.866,0.875,0.791,0.988,110.912,1277.3
28/12/2018 00:00,1.367,6.878,0.874,0.787,0.984,110.5,1279.9
31/12/2018 00:00,1.363,6.879,0.873,0.784,0.983,109.59,1278.3
02/01/2019 00:00,1.367,6.862,0.882,0.801,0.989,106.63,1281.0
04/01/2019 00:00,1.359,6.869,0.877,0.786,0.987,108.52,1282.6
07/01/2019 00:00,1.356,6.851,0.871,0.782,0.98,108.664,1286.8
08/01/2019 00:00,1.358,6.853,0.874,0.787,0.982,108.78,1283.2
09/01/2019 00:00,1.354,6.818,0.866,0.782,0.974,108.156,1289.3
10/01/2019 00:00,1.352,6.789,0.87,0.784,0.984,108.398,1284.8
11/01/2019 00:00,1.353,6.763,0.872,0.779,0.984,108.53,1287.1
14/01/2019 00:00,1.354,6.768,0.872,0.777,0.981,108.161,1289.1
15/01/2019 00:00,1.356,6.761,0.877,0.777,0.988,108.673,1286.2
16/01/2019 00:00,1.355,6.758,0.878,0.776,0.99,109.033,1291.2
17/01/2019 00:00,1.355,6.776,0.878,0.77,0.994,109.197,1291.0
18/01/2019 00:00,1.359,6.779,0.88,0.777,0.996,109.785,1281.3
21/01/2019 00:00,1.359,6.798,0.88,0.776,0.997,109.605,1278.4
22/01/2019 00:00,1.36,6.808,0.88,0.772,0.997,109.35,1282.1
23/01/2019 00:00,1.359,6.792,0.879,0.765,0.995,109.56,1283.1
24/01/2019 00:00,1.361,6.789,0.885,0.765,0.996,109.565,1279.2
25/01/2019 00:00,1.354,6.749,0.876,0.758,0.992,109.6,1296.6
28/01/2019 00:00,1.353,6.745,0.875,0.761,0.992,109.304,1302.4
29/01/2019 00:00,1.352,6.733,0.874,0.765,0.995,109.349,1308.3
30/01/2019 00:00,1.347,6.717,0.871,0.762,0.994,109.048,1312.6
31/01/2019 00:00,1.346,6.701,0.874,0.763,0.994,108.825,1321.2
01/02/2019 00:00,1.35,6.745,0.873,0.764,0.995,109.53,1319.1
04/02/2019 00:00,1.353,6.745,0.874,0.767,0.998,109.897,1315.0
05/02/2019 00:00,1.351,6.745,0.877,0.772,1.0,109.953,1315.3
06/02/2019 00:00,1.356,6.745,0.88,0.773,1.002,109.978,1310.4
07/02/2019 00:00,1.357,6.745,0.881,0.772,1.002,109.78,1310.4
08/02/2019 00:00,1.357,6.745,0.883,0.773,1.0,109.715,1314.7
11/02/2019 00:00,1.361,6.792,0.887,0.777,1.004,110.375,1308.4
12/02/2019 00:00,1.357,6.774,0.883,0.775,1.006,110.458,1310.6
13/02/2019 00:00,1.36,6.76,0.889,0.779,1.009,111.016,1312.4
14/02/2019 00:00,1.358,6.772,0.885,0.781,1.005,110.507,1311.1
15/02/2019 00:00,1.357,6.773,0.885,0.776,1.005,110.565,1318.9
18/02/2019 00:00,1.357,6.767,0.884,0.774,1.005,110.6,1318.9
19/02/2019 00:00,1.353,6.759,0.882,0.766,1.002,110.597,1341.9
20/02/2019 00:00,1.352,6.721,0.881,0.766,1.001,110.823,1345.0
21/02/2019 00:00,1.354,6.722,0.882,0.767,1.001,110.684,1325.5
22/02/2019 00:00,1.351,6.714,0.882,0.766,1.001,110.63,1330.6
25/02/2019 00:00,1.349,6.689,0.88,0.762,1.0,111.046,1327.4
26/02/2019 00:00,1.348,6.7,0.878,0.754,1.0,110.582,1326.4
27/02/2019 00:00,1.349,6.687,0.879,0.751,1.001,110.955,1319.6
28/02/2019 00:00,1.352,6.694,0.88,0.754,0.998,111.383,1312.8
01/03/2019 00:00,1.355,6.706,0.88,0.757,0.999,111.89,1298.0
04/03/2019 00:00,1.354,6.707,0.882,0.759,0.999,111.745,1286.5
05/03/2019 00:00,1.356,6.707,0.885,0.76,1.005,111.874,1283.7
06/03/2019 00:00,1.357,6.712,0.884,0.759,1.005,111.736,1287.0
07/03/2019 00:00,1.361,6.715,0.893,0.764,1.011,111.611,1285.6
08/03/2019 00:00,1.359,6.722,0.89,0.768,1.008,111.355,1299.0
11/03/2019 00:00,1.357,6.726,0.888,0.756,1.01,111.27,1290.9
12/03/2019 00:00,1.356,6.709,0.886,0.765,1.007,111.314,1298.0
13/03/2019 00:00,1.353,6.707,0.882,0.751,1.003,111.25,1307.1
14/03/2019 00:00,1.355,6.723,0.884,0.755,1.004,111.676,1293.9
15/03/2019 00:00,1.353,6.714,0.881,0.751,1.002,111.47,1303.1
18/03/2019 00:00,1.352,6.713,0.882,0.755,1.002,111.413,1301.8
19/03/2019 00:00,1.351,6.712,0.881,0.754,0.999,111.37,1306.8
20/03/2019 00:00,1.346,6.695,0.876,0.758,0.991,110.725,1301.7
21/03/2019 00:00,1.349,6.698,0.879,0.761,0.992,110.784,1307.7
22/03/2019 00:00,1.352,6.718,0.883,0.757,0.994,109.915,1312.7
25/03/2019 00:00,1.35,6.709,0.884,0.757,0.992,109.998,1322.8
26/03/2019 00:00,1.352,6.716,0.887,0.757,0.994,110.557,1315.5
27/03/2019 00:00,1.356,6.727,0.889,0.76,0.995,110.472,1309.0
28/03/2019 00:00,1.357,6.739,0.891,0.766,0.995,110.652,1290.6
29/03/2019 00:00,1.356,6.712,0.89,0.767,0.995,110.858,1293.6
01/04/2019 00:00,1.355,6.712,0.893,0.766,0.999,111.417,1289.5
02/04/2019 00:00,1.355,6.723,0.893,0.762,0.998,111.34,1291.1
03/04/2019 00:00,1.354,6.711,0.89,0.76,0.998,111.456,1290.8
04/04/2019 00:00,1.355,6.717,0.891,0.765,1.0,111.623,1290.1
05/04/2019 00:00,1.355,6.718,0.89,0.767,1.0,111.715,1291.4
08/04/2019 00:00,1.355,6.716,0.888,0.766,0.999,111.485,1297.1
09/04/2019 00:00,1.354,6.712,0.888,0.766,1.0,111.149,1304.3
10/04/2019 00:00,1.352,6.716,0.887,0.764,1.002,110.92,1309.1
11/04/2019 00:00,1.356,6.72,0.888,0.766,1.003,111.625,1289.1
12/04/2019 00:00,1.353,6.704,0.883,0.764,1.002,112.035,1290.6
15/04/2019 00:00,1.353,6.709,0.885,0.764,1.004,111.985,1288.3
16/04/2019 00:00,1.354,6.712,0.886,0.766,1.007,112.01,1274.7
17/04/2019 00:00,1.353,6.688,0.885,0.767,1.011,112.056,1274.6
18/04/2019 00:00,1.356,6.709,0.89,0.77,1.015,111.98,1274.6
23/04/2019 00:00,1.357,6.726,0.891,0.773,1.02,111.87,1269.3
24/04/2019 00:00,1.362,6.722,0.896,0.775,1.021,112.1,1275.5
25/04/2019 00:00,1.363,6.743,0.898,0.775,1.02,111.585,1275.8
26/04/2019 00:00,1.362,6.73,0.896,0.774,1.02,111.59,1284.9
29/04/2019 00:00,1.361,6.734,0.894,0.773,1.019,111.65,1279.8
30/04/2019 00:00,1.361,6.735,0.892,0.767,1.019,111.428,1283.9
01/05/2019 00:00,1.361,6.735,0.893,0.766,1.018,111.402,1282.8
02/05/2019 00:00,1.362,6.735,0.895,0.767,1.019,111.503,1270.9
03/05/2019 00:00,1.36,6.735,0.892,0.759,1.017,111.26,1270.9
06/05/2019 00:00,1.364,6.765,0.893,0.764,1.018,110.662,1270.9
07/05/2019 00:00,1.363,6.777,0.893,0.765,1.019,110.265,1284.3
08/05/2019 00:00,1.363,6.783,0.893,0.769,1.021,110.101,1280.6
09/05/2019 00:00,1.365,6.828,0.891,0.769,1.015,109.742,1283.5
10/05/2019 00:00,1.363,6.824,0.89,0.769,1.012,109.665,1286.7
13/05/2019 00:00,1.371,6.878,0.891,0.771,1.006,109.255,1301.1
14/05/2019 00:00,1.369,6.876,0.892,0.775,1.008,109.636,1295.5
15/05/2019 00:00,1.368,6.876,0.892,0.779,1.008,109.584,1297.1
16/05/2019 00:00,1.373,6.884,0.895,0.781,1.01,109.856,1286.0
17/05/2019 00:00,1.377,6.919,0.895,0.786,1.011,110.015,1276.1
20/05/2019 00:00,1.377,6.912,0.895,0.786,1.008,110.091,1276.1
21/05/2019 00:00,1.377,6.902,0.896,0.787,1.011,110.53,1272.0
22/05/2019 00:00,1.379,6.906,0.897,0.79,1.009,110.345,1274.6
23/05/2019 00:00,1.38,6.911,0.894,0.79,1.003,109.618,1284.8
24/05/2019 00:00,1.375,6.9,0.892,0.787,1.003,109.315,1284.3
27/05/2019 00:00,1.375,6.898,0.893,0.789,1.004,109.508,1284.3
28/05/2019 00:00,1.38,6.91,0.896,0.79,1.007,109.369,1277.8
29/05/2019 00:00,1.381,6.914,0.898,0.792,1.008,109.577,1280.6
30/05/2019 00:00,1.379,6.902,0.899,0.793,1.008,109.614,1287.1
31/05/2019 00:00,1.374,6.905,0.893,0.791,1.0,108.385,1305.8
03/06/2019 00:00,1.367,6.904,0.889,0.79,0.992,108.064,1322.7
04/06/2019 00:00,1.366,6.908,0.889,0.788,0.992,108.164,1323.4
05/06/2019 00:00,1.367,6.909,0.891,0.788,0.995,108.409,1329.3
06/06/2019 00:00,1.364,6.91,0.887,0.788,0.991,108.366,1338.4
07/06/2019 00:00,1.362,6.91,0.882,0.785,0.988,108.185,1341.9
10/06/2019 00:00,1.366,6.931,0.884,0.788,0.99,108.454,1325.5
11/06/2019 00:00,1.364,6.911,0.883,0.786,0.992,108.549,1327.4
12/06/2019 00:00,1.367,6.918,0.886,0.788,0.995,108.483,1333.0
13/06/2019 00:00,1.367,6.922,0.887,0.789,0.994,108.384,1339.2
14/06/2019 00:00,1.371,6.925,0.89,0.794,0.999,108.555,1341.2
17/06/2019 00:00,1.371,6.926,0.891,0.798,0.999,108.552,1338.7
18/06/2019 00:00,1.367,6.903,0.893,0.797,1.0,108.461,1346.6
19/06/2019 00:00,1.363,6.904,0.891,0.791,0.993,108.068,1344.6
20/06/2019 00:00,1.356,6.852,0.886,0.787,0.981,107.305,1392.9
21/06/2019 00:00,1.355,6.87,0.878,0.785,0.976,107.305,1396.2
24/06/2019 00:00,1.354,6.877,0.877,0.785,0.972,107.307,1414.3
25/06/2019 00:00,1.355,6.88,0.88,0.788,0.975,107.153,1414.9
26/06/2019 00:00,1.355,6.88,0.879,0.788,0.978,107.767,1411.6
27/06/2019 00:00,1.354,6.877,0.88,0.789,0.976,107.763,1408.4
28/06/2019 00:00,1.353,6.867,0.878,0.788,0.977,107.895,1409.7
01/07/2019 00:00,1.356,6.852,0.886,0.791,0.988,108.431,1385.6
02/07/2019 00:00,1.356,6.873,0.886,0.794,0.986,107.888,1404.6
03/07/2019 00:00,1.356,6.881,0.886,0.795,0.986,107.805,1417.7
04/07/2019 00:00,1.356,6.872,0.886,0.795,0.984,107.826,1418.2
05/07/2019 00:00,1.36,6.894,0.89,0.799,0.992,108.465,1396.7
08/07/2019 00:00,1.36,6.882,0.892,0.799,0.994,108.698,1397.0
09/07/2019 00:00,1.362,6.89,0.892,0.802,0.993,108.844,1397.5
10/07/2019 00:00,1.358,6.873,0.889,0.8,0.989,108.408,1410.3
11/07/2019 00:00,1.357,6.87,0.888,0.798,0.99,108.49,1404.3
12/07/2019 00:00,1.357,6.881,0.886,0.795,0.984,108.1,1409.9
15/07/2019 00:00,1.356,6.878,0.888,0.799,0.984,107.885,1411.4
16/07/2019 00:00,1.359,6.876,0.892,0.806,0.988,108.22,1409.2
17/07/2019 00:00,1.361,6.874,0.891,0.804,0.987,107.905,1421.3
18/07/2019 00:00,1.357,6.88,0.887,0.797,0.981,107.296,1426.1
19/07/2019 00:00,1.36,6.882,0.89,0.8,0.982,107.715,1425.1
22/07/2019 00:00,1.361,6.881,0.892,0.802,0.982,107.885,1426.3
23/07/2019 00:00,1.366,6.879,0.897,0.804,0.985,108.225,1421.2
24/07/2019 00:00,1.365,6.873,0.897,0.801,0.985,108.145,1423.4
25/07/2019 00:00,1.368,6.873,0.897,0.803,0.991,108.62,1414.7
26/07/2019 00:00,1.37,6.879,0.897,0.808,0.991,108.475,1419.5
29/07/2019 00:00,1.37,6.893,0.897,0.819,0.992,108.825,1419.6
30/07/2019 00:00,1.371,6.885,0.896,0.823,0.99,108.6,1429.3
31/07/2019 00:00,1.374,6.884,0.903,0.823,0.994,108.745,1425.8
01/08/2019 00:00,1.377,6.899,0.902,0.825,0.99,107.315,1419.2
02/08/2019 00:00,1.377,6.94,0.899,0.822,0.982,106.585,1445.7
05/08/2019 00:00,1.385,7.051,0.893,0.824,0.973,105.96,1464.7
06/08/2019 00:00,1.381,7.026,0.893,0.822,0.976,106.459,1472.4
07/08/2019 00:00,1.382,7.06,0.893,0.823,0.975,106.211,1507.3
08/08/2019 00:00,1.383,7.045,0.893,0.823,0.974,105.848,1498.0
09/08/2019 00:00,1.385,7.062,0.884,0.831,0.972,105.675,1497.1
12/08/2019 00:00,1.387,7.058,0.891,0.828,0.969,105.223,1506.1
13/08/2019 00:00,1.383,7.044,0.895,0.829,0.976,106.728,1502.9
14/08/2019 00:00,1.39,7.024,0.898,0.83,0.973,105.77,1515.9
15/08/2019 00:00,1.389,7.034,0.9,0.828,0.977,106.113,1519.6
16/08/2019 00:00,1.385,7.043,0.901,0.823,0.979,106.375,1512.5
19/08/2019 00:00,1.387,7.051,0.902,0.825,0.982,106.599,1500.4
20/08/2019 00:00,1.385,7.061,0.901,0.822,0.978,106.256,1504.6
21/08/2019 00:00,1.383,7.063,0.902,0.824,0.982,106.598,1504.6
22/08/2019 00:00,1.386,7.084,0.902,0.816,0.984,106.397,1497.3
23/08/2019 00:00,1.387,7.096,0.89,0.814,0.975,105.405,1526.6
26/08/2019 00:00,1.388,7.151,0.901,0.818,0.979,106.103,1526.3
27/08/2019 00:00,1.39,7.162,0.902,0.814,0.981,105.755,1541.0
28/08/2019 00:00,1.389,7.165,0.902,0.819,0.981,106.043,1537.8
29/08/2019 00:00,1.388,7.145,0.904,0.821,0.986,106.501,1526.5
30/08/2019 00:00,1.388,7.157,0.908,0.823,0.99,106.23,1519.1
02/09/2019 00:00,1.391,7.172,0.911,0.829,0.991,106.218,1522.5
03/09/2019 00:00,1.391,7.179,0.911,0.827,0.987,105.936,1545.9
04/09/2019 00:00,1.384,7.146,0.906,0.816,0.981,106.367,1550.3
05/09/2019 00:00,1.384,7.149,0.906,0.811,0.986,106.944,1515.4
06/09/2019 00:00,1.381,7.116,0.898,0.814,0.988,106.915,1506.2
09/09/2019 00:00,1.38,7.122,0.905,0.81,0.992,107.25,1502.2
10/09/2019 00:00,1.379,7.113,0.905,0.81,0.992,107.54,1490.3
11/09/2019 00:00,1.379,7.117,0.908,0.811,0.993,107.82,1494.4
12/09/2019 00:00,1.375,7.079,0.904,0.811,0.99,108.092,1498.7
13/09/2019 00:00,1.373,7.08,0.896,0.8,0.99,107.92,1490.9
16/09/2019 00:00,1.376,7.067,0.909,0.805,0.993,108.125,1503.1
17/09/2019 00:00,1.374,7.092,0.903,0.8,0.993,108.12,1505.1
18/09/2019 00:00,1.376,7.086,0.906,0.802,0.997,108.399,1507.5
19/09/2019 00:00,1.379,7.096,0.906,0.798,0.993,108.01,1498.4
20/09/2019 00:00,1.376,7.092,0.908,0.801,0.991,107.79,1507.3
23/09/2019 00:00,1.378,7.119,0.909,0.804,0.99,107.542,1523.7
24/09/2019 00:00,1.375,7.117,0.907,0.801,0.986,107.094,1532.1
25/09/2019 00:00,1.379,7.132,0.914,0.809,0.992,107.77,1504.6
26/09/2019 00:00,1.382,7.133,0.916,0.811,0.994,107.822,1507.5
27/09/2019 00:00,1.382,7.123,0.914,0.814,0.991,107.92,1502.7
30/09/2019 00:00,1.382,7.148,0.918,0.814,0.998,108.082,1469.2
01/10/2019 00:00,1.385,7.149,0.915,0.814,0.993,107.76,1485.2
02/10/2019 00:00,1.384,7.149,0.912,0.813,0.997,107.163,1504.1
03/10/2019 00:00,1.38,7.149,0.911,0.811,0.999,106.86,1510.1
